TimeStamp [Seconds];m;n;ingain;rsense;contacts;harmonic;modevi;frequency [Hertz];dcbiasP;dcbiasN;outgain;inport;outport;filter;phaseShift;VadcI [Integer];VadcQ [Integer];Re [Ohm];Im [Ohm];Conductance [Siemens];Susceptance [Siemens];Zmod [Ohm];ZPha [Radians];Rp [Ohm];Cp [Farad];Lp [Henry];Current [Ampere];Voltage [Volt];Unnamed: 29
0.828;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;9065.0;0.0;287655.22202069644;0.0;3.4763839605458345e-06;-0.0;287655.22202069644;0.0;287655.22202069644;0.0;0.0;0.003098388671875;15.491943359375;
1.781;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7878.0;0.0;330997.0281312025;0.0;3.02117516174077e-06;-0.0;330997.0281312025;0.0;330997.0281312025;0.0;0.0;0.00269267578125;13.46337890625;
2.685;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7269.0;0.0;358728.1039506966;0.0;2.787626586785181e-06;-0.0;358728.1039506966;0.0;358728.1039506966;0.0;0.0;0.002484521484375;12.422607421875;
3.585;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6750.0;0.0;386310.30927668343;0.0;2.5885925795570194e-06;-0.0;386310.30927668343;0.0;386310.30927668343;0.0;0.0;0.00230712890625;11.53564453125;
4.492;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6136.0;0.0;424966.5234057388;0.0;2.3531265286165736e-06;-0.0;424966.5234057388;0.0;424966.5234057388;0.0;0.0;0.002097265625;10.486328125;
5.381;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6032.0;0.0;432293.5324299757;0.0;2.3132430281315467e-06;-0.0;432293.5324299757;0.0;432293.5324299757;0.0;0.0;0.00206171875;10.30859375;
6.267;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5461.0;0.0;477493.9731949484;0.0;2.0942672706608717e-06;-0.0;477493.9731949484;0.0;477493.9731949484;0.0;0.0;0.001866552734375;9.332763671875;
7.156;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5331.0;0.0;489137.98304588505;0.0;2.0444128950545885e-06;-0.0;489137.98304588505;0.0;489137.98304588505;0.0;0.0;0.001822119140625;9.110595703125;
8.052;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4998.0;0.0;521727.60856694944;0.0;1.9167089944631085e-06;-0.0;521727.60856694944;0.0;521727.6085669495;0.0;0.0;0.00170830078125;8.54150390625;
8.971;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4871.0;0.0;535330.4429516759;0.0;1.8680051044477395e-06;-0.0;535330.4429516759;0.0;535330.4429516759;0.0;0.0;0.001664892578125;8.324462890625;
9.868;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4622.0;0.0;564170.1833876272;0.0;1.7725148004018586e-06;-0.0;564170.1833876272;0.0;564170.1833876272;0.0;0.0;0.00157978515625;7.89892578125;
