TimeStamp [Seconds];m;n;ingain;rsense;contacts;harmonic;modevi;frequency [Hertz];dcbiasP;dcbiasN;outgain;inport;outport;filter;phaseShift;VadcI [Integer];VadcQ [Integer];Re [Ohm];Im [Ohm];Conductance [Siemens];Susceptance [Siemens];Zmod [Ohm];ZPha [Radians];Rp [Ohm];Cp [Farad];Lp [Henry];Current [Ampere];Voltage [Volt];Unnamed: 29
0.501;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;19827.0;0.0;131517.35449728215;0.0;7.603559270352152e-06;-0.0;131517.35449728215;0.0;131517.35449728215;0.0;0.0;0.006776806640625;33.884033203125;
1.456;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;14279.0;0.0;182617.45133536056;0.0;5.4759279175547675e-06;-0.0;182617.45133536056;0.0;182617.45133536056;0.0;0.0;0.004880517578125;24.402587890625;
2.365;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;12683.0;0.0;205597.61788359325;0.0;4.863869583188397e-06;-0.0;205597.61788359325;0.0;205597.61788359325;0.0;0.0;0.004335009765625;21.675048828125;
3.273;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;11656.0;0.0;223712.64478531343;0.0;4.4700200158987586e-06;-0.0;223712.64478531343;0.0;223712.64478531343;0.0;0.0;0.003983984375;19.919921875;
4.169;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;10892.0;0.0;239404.57102622231;0.0;4.177029685412601e-06;-0.0;239404.57102622231;0.0;239404.57102622231;0.0;0.0;0.0037228515625;18.6142578125;
5.068;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;10335.0;0.0;252307.1686132185;0.0;3.963422860699526e-06;-0.0;252307.1686132185;0.0;252307.16861321847;0.0;0.0;0.003532470703125;17.662353515625;
5.95;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;9901.0;0.0;263366.78998258896;0.0;3.796985945213934e-06;-0.0;263366.78998258896;0.0;263366.78998258896;0.0;0.0;0.003384130859375;16.920654296875;
6.833;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;9455.0;0.0;275790.0145550093;0.0;3.6259470873646846e-06;-0.0;275790.0145550093;0.0;275790.0145550093;0.0;0.0;0.003231689453125;16.158447265625;
7.74;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;9035.0;0.0;288610.35834173916;0.0;3.464879104636692e-06;-0.0;288610.35834173916;0.0;288610.35834173916;0.0;0.0;0.003088134765625;15.440673828125;
8.646;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;8704.0;0.0;299585.775231803;0.0;3.337942194439155e-06;-0.0;299585.775231803;0.0;299585.775231803;0.0;0.0;0.002975;14.875;
9.551;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;8392.0;0.0;310723.8545778853;0.0;3.218291692984075e-06;-0.0;310723.8545778853;0.0;310723.8545778853;0.0;0.0;0.002868359375;14.341796875;
10.436;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;8169.0;0.0;319206.0947016297;0.0;3.1327722640594508e-06;-0.0;319206.0947016297;0.0;319206.0947016297;0.0;0.0;0.002792138671875;13.960693359375;
11.351;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7871.0;0.0;331291.397232577;0.0;3.0184906953619704e-06;-0.0;331291.397232577;0.0;331291.397232577;0.0;0.0;0.002690283203125;13.451416015625;
12.231;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7656.0;0.0;340594.90433876874;0.0;2.936039228013117e-06;-0.0;340594.90433876874;0.0;340594.90433876874;0.0;0.0;0.002616796875;13.083984375;
13.12;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7515.0;0.0;346985.307733548;0.0;2.8819664052401483e-06;-0.0;346985.307733548;0.0;346985.307733548;0.0;0.0;0.002568603515625;12.843017578125;
14.009;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7280.0;0.0;358186.06972769415;0.0;2.7918450339518667e-06;-0.0;358186.06972769415;0.0;358186.06972769415;0.0;0.0;0.00248828125;12.44140625;
14.893;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7164.0;0.0;363985.8441677294;0.0;2.7473595911031832e-06;-0.0;363985.8441677294;0.0;363985.8441677294;0.0;0.0;0.0024486328125;12.2431640625;
15.786;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6987.0;0.0;373206.6105077448;0.0;2.6794809412392437e-06;-0.0;373206.6105077448;0.0;373206.6105077448;0.0;0.0;0.002388134765625;11.940673828125;
16.674;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6828.0;0.0;381897.27410919935;0.0;2.6185052049207894e-06;-0.0;381897.27410919935;0.0;381897.27410919935;0.0;0.0;0.0023337890625;11.6689453125;
17.565;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6657.0;0.0;391707.16352976015;0.0;2.5529275262386785e-06;-0.0;391707.16352976015;0.0;391707.16352976015;0.0;0.0;0.002275341796875;11.376708984375;
