TimeStamp [Seconds];m;n;ingain;rsense;contacts;harmonic;modevi;frequency [Hertz];dcbiasP;dcbiasN;outgain;inport;outport;filter;phaseShift;VadcI [Integer];VadcQ [Integer];Re [Ohm];Im [Ohm];Conductance [Siemens];Susceptance [Siemens];Zmod [Ohm];ZPha [Radians];Rp [Ohm];Cp [Farad];Lp [Henry];Current [Ampere];Voltage [Volt];Unnamed: 29
0.79;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4985.0;0.0;523088.1820697319;0.0;1.9117235569024803e-06;-0.0;523088.1820697319;0.0;523088.1820697319;0.0;0.0;0.001703857421875;8.519287109375;
1.747;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4300.0;0.0;606417.3459575844;0.0;1.6490293469770643e-06;-0.0;606417.3459575844;0.0;606417.3459575844;0.0;0.0;0.0014697265625;7.3486328125;
2.653;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3999.0;0.0;652061.6623199834;0.0;1.5335972926886697e-06;-0.0;652061.6623199834;0.0;652061.6623199834;0.0;0.0;0.001366845703125;6.834228515625;
3.552;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3704.0;0.0;703994.2191192261;0.0;1.4204662095821036e-06;-0.0;703994.2191192261;0.0;703994.2191192261;0.0;0.0;0.001266015625;6.330078125;
4.457;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3355.0;0.0;777226.4046550263;0.0;1.2866263858390816e-06;-0.0;777226.4046550263;0.0;777226.4046550263;0.0;0.0;0.001146728515625;5.733642578125;
5.345;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3313.0;0.0;787079.5616111117;0.0;1.2705195875662823e-06;-0.0;787079.5616111117;0.0;787079.5616111117;0.0;0.0;0.001132373046875;5.661865234375;
6.231;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2963.0;0.0;880052.1726687861;0.0;1.1362962686262886e-06;-0.0;880052.1726687861;0.0;880052.1726687863;0.0;0.0;0.001012744140625;5.063720703125;
7.122;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2915.0;0.0;894543.597810502;0.0;1.117888499171661e-06;-0.0;894543.597810502;0.0;894543.597810502;0.0;0.0;0.000996337890625;4.981689453125;
8.017;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2695.0;0.0;967567.5649787062;0.0;1.0335195558379509e-06;-0.0;967567.5649787062;0.0;967567.564978706;0.0;0.0;0.000921142578125;4.605712890625;
8.932;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2656.0;0.0;981775.0706391616;0.0;1.0185632431560657e-06;-0.0;981775.0706391616;0.0;981775.0706391616;0.0;0.0;0.0009078125;4.5390625;
9.834;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2497.0;0.0;1044290.984228119;0.0;9.575875068376116e-07;-0.0;1044290.984228119;0.0;1044290.984228119;0.0;0.0;0.000853466796875;4.267333984375;
10.728;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2469.0;0.0;1056133.8953493775;0.0;9.46849641322412e-07;-0.0;1056133.8953493775;0.0;1056133.8953493775;0.0;0.0;0.000843896484375;4.219482421875;
11.633;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2460.0;0.0;1059997.7998445584;0.0;9.433981845496692e-07;-0.0;1059997.7998445584;0.0;1059997.7998445584;0.0;0.0;0.0008408203125;4.2041015625;
12.512;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2317.0;0.0;1125418.466818133;0.0;8.885583713827576e-07;-0.0;1125418.466818133;0.0;1125418.466818133;0.0;0.0;0.000791943359375;3.959716796875;
13.401;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2276.0;0.0;1145691.8223275982;0.0;8.728350683069298e-07;-0.0;1145691.8223275982;0.0;1145691.8223275982;0.0;0.0;0.0007779296875;3.8896484375;
14.284;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2169.0;0.0;1202210.50604777;0.0;8.318010822309889e-07;-0.0;1202210.50604777;0.0;1202210.50604777;0.0;0.0;0.000741357421875;3.706787109375;
15.175;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2145.0;0.0;1215661.8124091437;0.0;8.225971975036751e-07;-0.0;1215661.8124091437;0.0;1215661.8124091437;0.0;0.0;0.000733154296875;3.665771484375;
16.068;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2210.0;0.0;1179907.0532206397;0.0;8.475243853068168e-07;-0.0;1179907.0532206397;0.0;1179907.0532206397;0.0;0.0;0.00075537109375;3.77685546875;
16.956;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2131.0;0.0;1223648.3283048396;0.0;8.172282647460754e-07;-0.0;1223648.3283048396;0.0;1223648.3283048396;0.0;0.0;0.000728369140625;3.641845703125;
