TimeStamp [Seconds];m;n;ingain;rsense;contacts;harmonic;modevi;frequency [Hertz];dcbiasP;dcbiasN;outgain;inport;outport;filter;phaseShift;VadcI [Integer];VadcQ [Integer];Re [Ohm];Im [Ohm];Conductance [Siemens];Susceptance [Siemens];Zmod [Ohm];ZPha [Radians];Rp [Ohm];Cp [Farad];Lp [Henry];Current [Ampere];Voltage [Volt];Unnamed: 29
0.731;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;7877.0;0.0;33103.90488279311;0.0;3.0207916665437987e-05;-0.0;33103.90488279311;0.0;33103.90488279311;0.0;0.0;0.02692333984375;13.461669921875;
1.686;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6565.0;0.0;39719.6433757443;0.0;2.5176459681173084e-05;-0.0;39719.6433757443;0.0;39719.6433757443;0.0;0.0;0.02243896484375;11.219482421875;
2.596;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5904.0;0.0;44166.57499352326;0.0;2.2641556429192065e-05;-0.0;44166.57499352326;0.0;44166.57499352326;0.0;0.0;0.0201796875;10.08984375;
3.496;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5459.0;0.0;47766.89114522098;0.0;2.093500280266929e-05;-0.0;47766.89114522098;0.0;47766.89114522098;0.0;0.0;0.01865869140625;9.329345703125;
4.395;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5156.0;0.0;50573.98346814611;0.0;1.9773012355845915e-05;-0.0;50573.98346814611;0.0;50573.98346814611;0.0;0.0;0.017623046875;8.8115234375;
5.288;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4890.0;0.0;53325.042691566734;0.0;1.875291513190196e-05;-0.0;53325.042691566734;0.0;53325.04269156674;0.0;0.0;0.0167138671875;8.35693359375;
6.17;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4682.0;0.0;55694.03220029076;0.0;1.7955245122201427e-05;-0.0;55694.03220029076;0.0;55694.03220029077;0.0;0.0;0.0160029296875;8.00146484375;
7.056;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4510.0;0.0;57818.06180970318;0.0;1.7295633383410603e-05;-0.0;57818.06180970318;0.0;57818.061809703184;0.0;0.0;0.0154150390625;7.70751953125;
7.959;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4347.0;0.0;59986.07286905023;0.0;1.6670536212347203e-05;-0.0;59986.07286905023;0.0;59986.07286905023;0.0;0.0;0.01485791015625;7.428955078125;
8.874;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4199.0;0.0;62100.37122213892;0.0;1.6102963320829518e-05;-0.0;62100.37122213892;0.0;62100.37122213892;0.0;0.0;0.01435205078125;7.176025390625;
9.773;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4078.0;0.0;63942.97664584633;0.0;1.5638934132494113e-05;-0.0;63942.97664584633;0.0;63942.97664584632;0.0;0.0;0.0139384765625;6.96923828125;
10.667;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3957.0;0.0;65898.27110481712;0.0;1.5174904944158706e-05;-0.0;65898.27110481712;0.0;65898.27110481712;0.0;0.0;0.01352490234375;6.762451171875;
11.575;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3841.0;0.0;67888.42977395505;0.0;1.4730050515671867e-05;-0.0;67888.42977395505;0.0;67888.42977395505;0.0;0.0;0.01312841796875;6.564208984375;
12.453;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3749.0;0.0;69554.40351073923;0.0;1.437723493445817e-05;-0.0;69554.40351073923;0.0;69554.40351073923;0.0;0.0;0.01281396484375;6.406982421875;
13.343;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3665.0;0.0;71148.5562787889;0.0;1.4055098969002186e-05;-0.0;71148.5562787889;0.0;71148.5562787889;0.0;0.0;0.01252685546875;6.263427734375;
14.227;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3593.0;0.0;72574.29968320661;0.0;1.377898242718277e-05;-0.0;72574.29968320661;0.0;72574.29968320661;0.0;0.0;0.01228076171875;6.140380859375;
15.12;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3511.0;0.0;74269.28475128491;0.0;1.3464516365666216e-05;-0.0;74269.28475128491;0.0;74269.28475128491;0.0;0.0;0.01200048828125;6.000244140625;
16.01;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3438.0;0.0;75846.26491034361;0.0;1.3184564871877083e-05;-0.0;75846.26491034361;0.0;75846.26491034361;0.0;0.0;0.0117509765625;5.87548828125;
16.899;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3370.0;0.0;77376.69399458793;0.0;1.2923788137936527e-05;-0.0;77376.69399458793;0.0;77376.69399458793;0.0;0.0;0.0115185546875;5.75927734375;
