TimeStamp [Seconds];m;n;ingain;rsense;contacts;harmonic;modevi;frequency [Hertz];dcbiasP;dcbiasN;outgain;inport;outport;filter;phaseShift;VadcI [Integer];VadcQ [Integer];Re [Ohm];Im [Ohm];Conductance [Siemens];Susceptance [Siemens];Zmod [Ohm];ZPha [Radians];Rp [Ohm];Cp [Farad];Lp [Henry];Current [Ampere];Voltage [Volt];Unnamed: 29
0.276;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6501.0;0.0;401106.6893735753;0.0;2.4931022755111384e-06;-0.0;401106.6893735753;0.0;401106.6893735753;0.0;0.0;0.002222021484375;11.110107421875;
1.305;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4587.0;0.0;568474.9482488802;0.0;1.7590924685078587e-06;-0.0;568474.9482488802;0.0;568474.9482488802;0.0;0.0;0.001567822265625;7.839111328125;
2.218;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4059.0;0.0;642422.9089967019;0.0;1.5566070045069544e-06;-0.0;642422.9089967019;0.0;642422.9089967019;0.0;0.0;0.001387353515625;6.936767578125;
3.127;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3711.0;0.0;702666.2860731914;0.0;1.4231506759609035e-06;-0.0;702666.2860731914;0.0;702666.2860731914;0.0;0.0;0.001268408203125;6.342041015625;
4.021;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3457.0;0.0;754294.0664210626;0.0;1.3257428959301651e-06;-0.0;754294.0664210626;0.0;754294.0664210626;0.0;0.0;0.001181591796875;5.907958984375;
4.921;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3269.0;0.0;797673.4743400469;0.0;1.2536457988995404e-06;-0.0;797673.4743400469;0.0;797673.4743400468;0.0;0.0;0.001117333984375;5.586669921875;
5.805;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3116.0;0.0;836840.3682983355;0.0;1.1949710337629144e-06;-0.0;836840.3682983355;0.0;836840.3682983356;0.0;0.0;0.0010650390625;5.3251953125;
6.687;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2986.0;0.0;873273.472075557;0.0;1.1451166581566311e-06;-0.0;873273.472075557;0.0;873273.472075557;0.0;0.0;0.00102060546875;5.10302734375;
7.597;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2844.0;0.0;916875.7340427614;0.0;1.0906603401866908e-06;-0.0;916875.7340427614;0.0;916875.7340427614;0.0;0.0;0.0009720703125;4.8603515625;
8.497;1.0;0.0;50;5000;TWO;FIRST_HARMONIC;VOUT_IIN;200.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2747.0;0.0;949251.7610548284;0.0;1.053461306080464e-06;-0.0;949251.7610548284;0.0;949251.7610548284;0.0;0.0;0.000938916015625;4.694580078125;
