TimeStamp [Seconds];m;n;ingain;rsense;contacts;harmonic;modevi;frequency [Hertz];dcbiasP;dcbiasN;outgain;inport;outport;filter;phaseShift;VadcI [Integer];VadcQ [Integer];Re [Ohm];Im [Ohm];Conductance [Siemens];Susceptance [Siemens];Zmod [Ohm];ZPha [Radians];Rp [Ohm];Cp [Farad];Lp [Henry];Current [Ampere];Voltage [Volt];Unnamed: 29
0.985;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;6738.0;0.0;38699.83062656001;0.0;2.5839906371933623e-05;-0.0;38699.83062656001;0.0;38699.83062656001;0.0;0.0;0.0230302734375;11.51513671875;
1.929;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5913.0;0.0;44099.35037405062;0.0;2.2676070996919492e-05;-0.0;44099.35037405062;0.0;44099.35037405062;0.0;0.0;0.02021044921875;10.105224609375;
2.829;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5381.0;0.0;48459.29358144608;0.0;2.0635876549031585e-05;-0.0;48459.29358144608;0.0;48459.29358144608;0.0;0.0;0.01839208984375;9.196044921875;
3.733;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;5033.0;0.0;51809.94610803921;0.0;1.930131326357108e-05;-0.0;51809.94610803921;0.0;51809.94610803921;0.0;0.0;0.01720263671875;8.601318359375;
4.635;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4766.0;0.0;54712.43364703343;0.0;1.8277381087657417e-05;-0.0;54712.43364703343;0.0;54712.43364703343;0.0;0.0;0.0162900390625;8.14501953125;
5.521;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4551.0;0.0;57297.17836997612;0.0;1.7452866414168883e-05;-0.0;57297.17836997612;0.0;57297.17836997612;0.0;0.0;0.01555517578125;7.777587890625;
6.407;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4344.0;0.0;60027.49971495427;0.0;1.6659031356438063e-05;-0.0;60027.49971495427;0.0;60027.49971495426;0.0;0.0;0.01484765625;7.423828125;
7.301;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4202.0;0.0;62056.034926644774;0.0;1.611446817673866e-05;-0.0;62056.034926644774;0.0;62056.03492664477;0.0;0.0;0.0143623046875;7.18115234375;
8.195;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;4057.0;0.0;64273.960749756305;0.0;1.5558400141130116e-05;-0.0;64273.960749756305;0.0;64273.960749756305;0.0;0.0;0.01386669921875;6.933349609375;
9.117;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3926.0;0.0;66418.60895612872;0.0;1.5056021433097563e-05;-0.0;66418.60895612872;0.0;66418.60895612872;0.0;0.0;0.0134189453125;6.70947265625;
10.007;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3816.0;0.0;68333.19149941335;0.0;1.4634176716429016e-05;-0.0;68333.19149941335;0.0;68333.19149941335;0.0;0.0;0.01304296875;6.521484375;
10.906;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3695.0;0.0;70570.89547003013;0.0;1.4170147528093611e-05;-0.0;70570.89547003013;0.0;70570.89547003013;0.0;0.0;0.01262939453125;6.314697265625;
11.807;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3600.0;0.0;72433.18298937815;0.0;1.3805827090970767e-05;-0.0;72433.18298937815;0.0;72433.18298937815;0.0;0.0;0.0123046875;6.15234375;
12.688;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3526.0;0.0;73953.33487287616;0.0;1.3522040645211926e-05;-0.0;73953.33487287616;0.0;73953.33487287616;0.0;0.0;0.0120517578125;6.02587890625;
13.572;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3443.0;0.0;75736.11930344506;0.0;1.3203739631725656e-05;-0.0;75736.11930344506;0.0;75736.11930344506;0.0;0.0;0.01176806640625;5.884033203125;
14.462;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3375.0;0.0;77262.0618553367;0.0;1.2942962897785095e-05;-0.0;77262.0618553367;0.0;77262.0618553367;0.0;0.0;0.01153564453125;5.767822265625;
15.354;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3304.0;0.0;78922.35434678006;0.0;1.2670681307935396e-05;-0.0;78922.35434678006;0.0;78922.35434678006;0.0;0.0;0.01129296875;5.646484375;
16.239;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3234.0;0.0;80630.63041489219;0.0;1.2402234670055407e-05;-0.0;80630.63041489219;0.0;80630.63041489219;0.0;0.0;0.0110537109375;5.52685546875;
17.131;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3164.0;0.0;82414.49391964644;0.0;1.2133788032175422e-05;-0.0;82414.49391964644;0.0;82414.49391964644;0.0;0.0;0.010814453125;5.4072265625;
18.019;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3098.0;0.0;84170.25783142715;0.0;1.1880681202174292e-05;-0.0;84170.25783142715;0.0;84170.25783142715;0.0;0.0;0.0105888671875;5.29443359375;
18.919;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3055.0;0.0;85354.97831808882;0.0;1.1715778267476585e-05;-0.0;85354.97831808882;0.0;85354.97831808882;0.0;0.0;0.01044189453125;5.220947265625;
19.815;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;3007.0;0.0;86717.47880337923;0.0;1.1531700572930307e-05;-0.0;86717.47880337923;0.0;86717.47880337923;0.0;0.0;0.01027783203125;5.138916015625;
21.007;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2918.0;0.0;89362.39162500389;0.0;1.1190389847625752e-05;-0.0;89362.39162500389;0.0;89362.39162500389;0.0;0.0;0.0099736328125;4.98681640625;
22.111;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2856.0;0.0;91302.33149921616;0.0;1.0952622825503476e-05;-0.0;91302.33149921616;0.0;91302.33149921616;0.0;0.0;0.00976171875;4.880859375;
23.068;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2824.0;0.0;92336.91882498632;0.0;1.0829904362472627e-05;-0.0;92336.91882498632;0.0;92336.91882498632;0.0;0.0;0.00965234375;4.826171875;
24.012;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2774.0;0.0;94001.24684995;0.0;1.0638156763986922e-05;-0.0;94001.24684995;0.0;94001.24684995;0.0;0.0;0.0094814453125;4.74072265625;
25.008;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2731.0;0.0;95481.31042173613;0.0;1.0473253829289216e-05;-0.0;95481.31042173613;0.0;95481.3104217361;0.0;0.0;0.00933447265625;4.667236328125;
25.938;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2697.0;0.0;96685.00510261822;0.0;1.0342865462318936e-05;-0.0;96685.00510261822;0.0;96685.00510261822;0.0;0.0;0.00921826171875;4.609130859375;
26.863;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2666.0;0.0;97809.2493479975;0.0;1.02239819512578e-05;-0.0;97809.2493479975;0.0;97809.2493479975;0.0;0.0;0.0091123046875;4.55615234375;
27.78;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2622.0;0.0;99450.59449342538;0.0;1.0055244064590376e-05;-0.0;99450.59449342538;0.0;99450.59449342538;0.0;0.0;0.0089619140625;4.48095703125;
28.696;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2582.0;0.0;100991.26985350942;0.0;9.901845985801812e-06;-0.0;100991.26985350942;0.0;100991.26985350942;0.0;0.0;0.0088251953125;4.41259765625;
29.607;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2557.0;0.0;101978.669832523;0.0;9.805972186558962e-06;-0.0;101978.669832523;0.0;101978.669832523;0.0;0.0;0.00873974609375;4.369873046875;
30.507;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2528.0;0.0;103148.52007981064;0.0;9.694758579437252e-06;-0.0;103148.52007981064;0.0;103148.52007981064;0.0;0.0;0.008640625;4.3203125;
31.431;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2509.0;0.0;103929.63681218067;0.0;9.621894492012684e-06;-0.0;103929.63681218067;0.0;103929.63681218067;0.0;0.0;0.00857568359375;4.287841796875;
32.353;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2476.0;0.0;105314.80563883738;0.0;9.495341077012118e-06;-0.0;105314.80563883738;0.0;105314.80563883738;0.0;0.0;0.008462890625;4.2314453125;
33.279;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2444.0;0.0;106693.72289761102;0.0;9.372622613981269e-06;-0.0;106693.72289761102;0.0;106693.72289761102;0.0;0.0;0.008353515625;4.1767578125;
34.168;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2419.0;0.0;107796.38642487032;0.0;9.276748814738415e-06;-0.0;107796.38642487032;0.0;107796.38642487032;0.0;0.0;0.00826806640625;4.134033203125;
35.101;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2390.0;0.0;109104.37605094616;0.0;9.165535207616704e-06;-0.0;109104.37605094616;0.0;109104.3760509462;0.0;0.0;0.0081689453125;4.08447265625;
36.003;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2365.0;0.0;110257.69926501536;0.0;9.069661408373853e-06;-0.0;110257.69926501536;0.0;110257.69926501536;0.0;0.0;0.00808349609375;4.041748046875;
36.909;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2344.0;0.0;111245.50288471048;0.0;8.989127417009857e-06;-0.0;111245.50288471048;0.0;111245.50288471048;0.0;0.0;0.00801171875;4.005859375;
37.818;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2316.0;0.0;112590.4398798624;0.0;8.881748761857863e-06;-0.0;112590.4398798624;0.0;112590.4398798624;0.0;0.0;0.007916015625;3.9580078125;
38.734;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2302.0;0.0;113275.17756809788;0.0;8.828059434281865e-06;-0.0;113275.17756809788;0.0;113275.17756809788;0.0;0.0;0.0078681640625;3.93408203125;
39.639;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2282.0;0.0;114267.94862478586;0.0;8.751360394887583e-06;-0.0;114267.94862478586;0.0;114267.94862478586;0.0;0.0;0.0077998046875;3.89990234375;
40.519;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2274.0;0.0;114669.94668503138;0.0;8.72068077912987e-06;-0.0;114669.94668503138;0.0;114669.94668503138;0.0;0.0;0.0077724609375;3.88623046875;
41.413;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2242.0;0.0;116306.62745841272;0.0;8.597962316099019e-06;-0.0;116306.62745841272;0.0;116306.62745841272;0.0;0.0;0.0076630859375;3.83154296875;
42.303;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2225.0;0.0;117195.26236483656;0.0;8.532768132613879e-06;-0.0;117195.26236483656;0.0;117195.26236483656;0.0;0.0;0.00760498046875;3.802490234375;
43.192;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2212.0;0.0;117884.02294835504;0.0;8.482913757007596e-06;-0.0;117884.02294835504;0.0;117884.02294835504;0.0;0.0;0.007560546875;3.7802734375;
44.086;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2203.0;0.0;118365.61904755396;0.0;8.448399189280169e-06;-0.0;118365.61904755396;0.0;118365.61904755396;0.0;0.0;0.00752978515625;3.764892578125;
44.962;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2188.0;0.0;119177.08352914138;0.0;8.390874909734456e-06;-0.0;119177.08352914138;0.0;119177.08352914138;0.0;0.0;0.007478515625;3.7392578125;
45.853;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2160.0;0.0;120721.97164896358;0.0;8.283496254582463e-06;-0.0;120721.97164896358;0.0;120721.97164896358;0.0;0.0;0.0073828125;3.69140625;
46.732;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2145.0;0.0;121566.18124091436;0.0;8.22597197503675e-06;-0.0;121566.18124091436;0.0;121566.18124091436;0.0;0.0;0.00733154296875;3.665771484375;
47.616;1.0;0.0;50;500;TWO;FIRST_HARMONIC;VOUT_IIN;78125.0;0;0;7;PORT_EXT1_SP2;PORT_EXT1_SP2;1;Fine,IN_PHASE,0;2142.0;0.0;121736.44199895488;0.0;8.214467119127609e-06;-0.0;121736.44199895488;0.0;121736.44199895486;0.0;0.0;0.0073212890625;3.66064453125;
